id,System,Month,AREA,Site,Oper,Factor,Target,Value,,,,,,
353,GMS,202502,PKG,IC,SBM,투자가동률,실적,0.5518,,,,,,
354,GMS,202502,PKG,IC,SBM,No Wip,실적,0.3007,,,,,,
355,GMS,202502,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
356,GMS,202502,PKG,IC,SBM,Loss,실적,0.4482 ,,,,,,
357,GMS,202502,PKG,IC,S/G,투자가동률,실적,0.6781,,,,,,
358,GMS,202502,PKG,IC,S/G,No Wip,실적,0.3356,,,,,,
359,GMS,202502,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
360,GMS,202502,PKG,IC,S/G,Loss,실적,0.3219 ,,,,,,
361,EMS,202502,PKG,IC,B/G,투자가동률,실적,0.4085,,,,,,
362,EMS,202502,PKG,IC,B/G,No Wip,실적,0.3586,,,,,,
363,EMS,202502,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
364,EMS,202502,PKG,IC,B/G,Loss,실적,0.5915 ,,,,,,
365,EMS,202502,PKG,IC,WSD,투자가동률,실적,0.0766,,,,,,
366,EMS,202502,PKG,IC,WSD,No Wip,실적,0.0318,,,,,,
367,EMS,202502,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
368,EMS,202502,PKG,IC,WSD,Loss,실적,0.9234 ,,,,,,
369,EMS,202502,PKG,IC,W/S,투자가동률,실적,0.6996,,,,,,
370,EMS,202502,PKG,IC,W/S,No Wip,실적,0.2965,,,,,,
371,EMS,202502,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
372,EMS,202502,PKG,IC,W/S,Loss,실적,0.3004 ,,,,,,
373,EMS,202502,PKG,IC,D/A,투자가동률,실적,0.8886,,,,,,
374,EMS,202502,PKG,IC,D/A,No Wip,실적,0.2166,,,,,,
375,EMS,202502,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
376,EMS,202502,PKG,IC,D/A,Loss,실적,0.1114 ,,,,,,
377,EMS,202502,PKG,IC,FCB,투자가동률,실적,0.2312,,,,,,
378,EMS,202502,PKG,IC,FCB,No Wip,실적,0.1631,,,,,,
379,EMS,202502,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
380,EMS,202502,PKG,IC,FCB,Loss,실적,0.7688 ,,,,,,
381,EMS,202502,PKG,IC,W/B,투자가동률,실적,0.2647,,,,,,
382,EMS,202502,PKG,IC,W/B,No Wip,실적,0.2230,,,,,,
383,EMS,202502,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
384,EMS,202502,PKG,IC,W/B,Loss,실적,0.7353 ,,,,,,
385,EMS,202502,PKG,IC,M/D,투자가동률,실적,0.5552,,,,,,
386,EMS,202502,PKG,IC,M/D,No Wip,실적,0.3463,,,,,,
387,EMS,202502,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
388,EMS,202502,PKG,IC,M/D,Loss,실적,0.4448 ,,,,,,
389,EMS,202502,PKG,IC,M/K,투자가동률,실적,0.4665,,,,,,
390,EMS,202502,PKG,IC,M/K,No Wip,실적,0.0532,,,,,,
391,EMS,202502,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
392,EMS,202502,PKG,IC,M/K,Loss,실적,0.5335 ,,,,,,
393,EMS,202502,PKG,IC,SBM,투자가동률,실적,0.9557,,,,,,
394,EMS,202502,PKG,IC,SBM,No Wip,실적,0.4966,,,,,,
395,EMS,202502,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
396,EMS,202502,PKG,IC,SBM,Loss,실적,0.0443 ,,,,,,
397,EMS,202502,PKG,IC,S/G,투자가동률,실적,0.9322,,,,,,
398,EMS,202502,PKG,IC,S/G,No Wip,실적,0.5701,,,,,,
399,EMS,202502,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
400,EMS,202502,PKG,IC,S/G,Loss,실적,0.0678 ,,,,,,
401,RPT,202502,PKG,IC,B/G,투자가동률,실적,0.6563,,,,,,
402,RPT,202502,PKG,IC,B/G,No Wip,실적,0.5379,,,,,,
403,RPT,202502,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
404,RPT,202502,PKG,IC,B/G,Loss,실적,0.3437 ,,,,,,
405,RPT,202502,PKG,IC,WSD,투자가동률,실적,0.7404,,,,,,
406,RPT,202502,PKG,IC,WSD,No Wip,실적,0.0320,,,,,,
407,RPT,202502,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
408,RPT,202502,PKG,IC,WSD,Loss,실적,0.2596 ,,,,,,
409,RPT,202502,PKG,IC,W/S,투자가동률,실적,0.9923,,,,,,
410,RPT,202502,PKG,IC,W/S,No Wip,실적,0.7566,,,,,,
411,RPT,202502,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
412,RPT,202502,PKG,IC,W/S,Loss,실적,0.0077 ,,,,,,
413,RPT,202502,PKG,IC,D/A,투자가동률,실적,0.0232,,,,,,
414,RPT,202502,PKG,IC,D/A,No Wip,실적,0.0194,,,,,,
415,RPT,202502,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
416,RPT,202502,PKG,IC,D/A,Loss,실적,0.9768 ,,,,,,
417,RPT,202502,PKG,IC,FCB,투자가동률,실적,0.2700,,,,,,
418,RPT,202502,PKG,IC,FCB,No Wip,실적,0.0226,,,,,,
419,RPT,202502,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
420,RPT,202502,PKG,IC,FCB,Loss,실적,0.7300 ,,,,,,
421,RPT,202502,PKG,IC,W/B,투자가동률,실적,0.5037,,,,,,
422,RPT,202502,PKG,IC,W/B,No Wip,실적,0.0211,,,,,,
423,RPT,202502,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
424,RPT,202502,PKG,IC,W/B,Loss,실적,0.4963 ,,,,,,
425,RPT,202502,PKG,IC,M/D,투자가동률,실적,0.0532,,,,,,
426,RPT,202502,PKG,IC,M/D,No Wip,실적,0.0105,,,,,,
427,RPT,202502,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
428,RPT,202502,PKG,IC,M/D,Loss,실적,0.9468 ,,,,,,
429,RPT,202502,PKG,IC,M/K,투자가동률,실적,0.2421,,,,,,
430,RPT,202502,PKG,IC,M/K,No Wip,실적,0.1711,,,,,,
431,RPT,202502,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
432,RPT,202502,PKG,IC,M/K,Loss,실적,0.7579 ,,,,,,
433,RPT,202502,PKG,IC,SBM,투자가동률,실적,0.0777,,,,,,
434,RPT,202502,PKG,IC,SBM,No Wip,실적,0.0513,,,,,,
435,RPT,202502,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
436,RPT,202502,PKG,IC,SBM,Loss,실적,0.9223 ,,,,,,
437,RPT,202502,PKG,IC,S/G,투자가동률,실적,0.6044,,,,,,
438,RPT,202502,PKG,IC,S/G,No Wip,실적,0.1158,,,,,,
439,RPT,202502,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
440,RPT,202502,PKG,IC,S/G,Loss,실적,0.3956 ,,,,,,
441,CIM,202502,PKG,IC,B/G,투자가동률,실적,0.2877,,,,,,
442,CIM,202502,PKG,IC,B/G,No Wip,실적,0.2801,,,,,,
443,CIM,202502,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
444,CIM,202502,PKG,IC,B/G,Loss,실적,0.7123 ,,,,,,
445,CIM,202502,PKG,IC,WSD,투자가동률,실적,0.7997,,,,,,
446,CIM,202502,PKG,IC,WSD,No Wip,실적,0.2509,,,,,,
447,CIM,202502,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
448,CIM,202502,PKG,IC,WSD,Loss,실적,0.2003 ,,,,,,
449,CIM,202502,PKG,IC,W/S,투자가동률,실적,0.5860,,,,,,
450,CIM,202502,PKG,IC,W/S,No Wip,실적,0.5229,,,,,,
451,CIM,202502,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
452,CIM,202502,PKG,IC,W/S,Loss,실적,0.4140 ,,,,,,
453,CIM,202502,PKG,IC,D/A,투자가동률,실적,0.2488,,,,,,
454,CIM,202502,PKG,IC,D/A,No Wip,실적,0.2465,,,,,,
455,CIM,202502,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
456,CIM,202502,PKG,IC,D/A,Loss,실적,0.7512 ,,,,,,
457,CIM,202502,PKG,IC,FCB,투자가동률,실적,0.1711,,,,,,
458,CIM,202502,PKG,IC,FCB,No Wip,실적,0.0361,,,,,,
459,CIM,202502,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
460,CIM,202502,PKG,IC,FCB,Loss,실적,0.8289 ,,,,,,
461,CIM,202502,PKG,IC,W/B,투자가동률,실적,0.3457,,,,,,
462,CIM,202502,PKG,IC,W/B,No Wip,실적,0.3118,,,,,,
463,CIM,202502,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
464,CIM,202502,PKG,IC,W/B,Loss,실적,0.6543 ,,,,,,
465,CIM,202502,PKG,IC,M/D,투자가동률,실적,0.1922,,,,,,
466,CIM,202502,PKG,IC,M/D,No Wip,실적,0.0474,,,,,,
467,CIM,202502,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
468,CIM,202502,PKG,IC,M/D,Loss,실적,0.8078 ,,,,,,
469,CIM,202502,PKG,IC,M/K,투자가동률,실적,0.1614,,,,,,
470,CIM,202502,PKG,IC,M/K,No Wip,실적,0.1467,,,,,,
471,CIM,202502,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
472,CIM,202502,PKG,IC,M/K,Loss,실적,0.8386 ,,,,,,
473,CIM,202502,PKG,IC,SBM,투자가동률,실적,0.9415,,,,,,
474,CIM,202502,PKG,IC,SBM,No Wip,실적,0.4838,,,,,,
475,CIM,202502,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
476,CIM,202502,PKG,IC,SBM,Loss,실적,0.0585 ,,,,,,
477,CIM,202502,PKG,IC,S/G,투자가동률,실적,0.1756,,,,,,
478,CIM,202502,PKG,IC,S/G,No Wip,실적,0.1562,,,,,,
479,CIM,202502,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
480,CIM,202502,PKG,IC,S/G,Loss,실적,0.8244 ,,,,,,
481,GMS,202502,PKG,IC,B/G,투자가동률,목표,0.5585,,,,,,
482,GMS,202502,PKG,IC,B/G,No Wip,목표,0.0302,,,,,,
483,GMS,202502,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
484,GMS,202502,PKG,IC,B/G,Loss,목표,0.4415 ,,,,,,
485,GMS,202502,PKG,IC,WSD,투자가동률,목표,0.5862,,,,,,
486,GMS,202502,PKG,IC,WSD,No Wip,목표,0.1502,,,,,,
487,GMS,202502,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
488,GMS,202502,PKG,IC,WSD,Loss,목표,0.4138 ,,,,,,
489,GMS,202502,PKG,IC,W/S,투자가동률,목표,0.0494,,,,,,
490,GMS,202502,PKG,IC,W/S,No Wip,목표,0.0434,,,,,,
491,GMS,202502,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
492,GMS,202502,PKG,IC,W/S,Loss,목표,0.9506 ,,,,,,
493,GMS,202502,PKG,IC,D/A,투자가동률,목표,0.8704,,,,,,
494,GMS,202502,PKG,IC,D/A,No Wip,목표,0.4016,,,,,,
495,GMS,202502,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
496,GMS,202502,PKG,IC,D/A,Loss,목표,0.1296 ,,,,,,
497,GMS,202502,PKG,IC,FCB,투자가동률,목표,0.5120,,,,,,
498,GMS,202502,PKG,IC,FCB,No Wip,목표,0.0598,,,,,,
499,GMS,202502,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
500,GMS,202502,PKG,IC,FCB,Loss,목표,0.4880 ,,,,,,
501,GMS,202502,PKG,IC,W/B,투자가동률,목표,0.0828,,,,,,
502,GMS,202502,PKG,IC,W/B,No Wip,목표,0.0564,,,,,,
503,GMS,202502,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
504,GMS,202502,PKG,IC,W/B,Loss,목표,0.9172 ,,,,,,
505,GMS,202502,PKG,IC,M/D,투자가동률,목표,0.9540,,,,,,
506,GMS,202502,PKG,IC,M/D,No Wip,목표,0.5321,,,,,,
507,GMS,202502,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
508,GMS,202502,PKG,IC,M/D,Loss,목표,0.0460 ,,,,,,
509,GMS,202502,PKG,IC,M/K,투자가동률,목표,0.9510,,,,,,
510,GMS,202502,PKG,IC,M/K,No Wip,목표,0.4198,,,,,,
511,GMS,202502,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
512,GMS,202502,PKG,IC,M/K,Loss,목표,0.0490 ,,,,,,
513,GMS,202502,PKG,IC,SBM,투자가동률,목표,0.7008,,,,,,
514,GMS,202502,PKG,IC,SBM,No Wip,목표,0.5744,,,,,,
515,GMS,202502,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
516,GMS,202502,PKG,IC,SBM,Loss,목표,0.2992 ,,,,,,
517,GMS,202502,PKG,IC,S/G,투자가동률,목표,0.4828,,,,,,
518,GMS,202502,PKG,IC,S/G,No Wip,목표,0.4683,,,,,,
519,GMS,202502,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
520,GMS,202502,PKG,IC,S/G,Loss,목표,0.5172 ,,,,,,
521,EMS,202502,PKG,IC,B/G,투자가동률,목표,0.4662,,,,,,
522,EMS,202502,PKG,IC,B/G,No Wip,목표,0.1789,,,,,,
523,EMS,202502,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
524,EMS,202502,PKG,IC,B/G,Loss,목표,0.5338 ,,,,,,
525,EMS,202502,PKG,IC,WSD,투자가동률,목표,0.0954,,,,,,
526,EMS,202502,PKG,IC,WSD,No Wip,목표,0.0535,,,,,,
527,EMS,202502,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
528,EMS,202502,PKG,IC,WSD,Loss,목표,0.9046 ,,,,,,
529,EMS,202502,PKG,IC,W/S,투자가동률,목표,0.5992,,,,,,
530,EMS,202502,PKG,IC,W/S,No Wip,목표,0.0547,,,,,,
531,EMS,202502,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
532,EMS,202502,PKG,IC,W/S,Loss,목표,0.4008 ,,,,,,
533,EMS,202502,PKG,IC,D/A,투자가동률,목표,0.3377,,,,,,
534,EMS,202502,PKG,IC,D/A,No Wip,목표,0.2122,,,,,,
535,EMS,202502,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
536,EMS,202502,PKG,IC,D/A,Loss,목표,0.6623 ,,,,,,
537,EMS,202502,PKG,IC,FCB,투자가동률,목표,0.7060,,,,,,
538,EMS,202502,PKG,IC,FCB,No Wip,목표,0.4993,,,,,,
539,EMS,202502,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
540,EMS,202502,PKG,IC,FCB,Loss,목표,0.2940 ,,,,,,
541,EMS,202502,PKG,IC,W/B,투자가동률,목표,0.4898,,,,,,
542,EMS,202502,PKG,IC,W/B,No Wip,목표,0.4234,,,,,,
543,EMS,202502,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
544,EMS,202502,PKG,IC,W/B,Loss,목표,0.5102 ,,,,,,
545,EMS,202502,PKG,IC,M/D,투자가동률,목표,0.3588,,,,,,
546,EMS,202502,PKG,IC,M/D,No Wip,목표,0.2854,,,,,,
547,EMS,202502,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
548,EMS,202502,PKG,IC,M/D,Loss,목표,0.6412 ,,,,,,
549,EMS,202502,PKG,IC,M/K,투자가동률,목표,0.1314,,,,,,
550,EMS,202502,PKG,IC,M/K,No Wip,목표,0.0315,,,,,,
551,EMS,202502,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
552,EMS,202502,PKG,IC,M/K,Loss,목표,0.8686 ,,,,,,
553,EMS,202502,PKG,IC,SBM,투자가동률,목표,0.2041,,,,,,
554,EMS,202502,PKG,IC,SBM,No Wip,목표,0.0814,,,,,,
555,EMS,202502,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
556,EMS,202502,PKG,IC,SBM,Loss,목표,0.7959 ,,,,,,
557,EMS,202502,PKG,IC,S/G,투자가동률,목표,0.8595,,,,,,
558,EMS,202502,PKG,IC,S/G,No Wip,목표,0.0074,,,,,,
559,EMS,202502,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
560,EMS,202502,PKG,IC,S/G,Loss,목표,0.1405 ,,,,,,
561,RPT,202502,PKG,IC,B/G,투자가동률,목표,0.4227,,,,,,
562,RPT,202502,PKG,IC,B/G,No Wip,목표,0.0091,,,,,,
563,RPT,202502,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
564,RPT,202502,PKG,IC,B/G,Loss,목표,0.5773 ,,,,,,
565,RPT,202502,PKG,IC,WSD,투자가동률,목표,0.6052,,,,,,
566,RPT,202502,PKG,IC,WSD,No Wip,목표,0.0244,,,,,,
567,RPT,202502,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
568,RPT,202502,PKG,IC,WSD,Loss,목표,0.3948 ,,,,,,
569,RPT,202502,PKG,IC,W/S,투자가동률,목표,0.2221,,,,,,
570,RPT,202502,PKG,IC,W/S,No Wip,목표,0.0909,,,,,,
571,RPT,202502,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
572,RPT,202502,PKG,IC,W/S,Loss,목표,0.7779 ,,,,,,
573,RPT,202502,PKG,IC,D/A,투자가동률,목표,0.8198,,,,,,
574,RPT,202502,PKG,IC,D/A,No Wip,목표,0.1324,,,,,,
575,RPT,202502,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
576,RPT,202502,PKG,IC,D/A,Loss,목표,0.1802 ,,,,,,
577,RPT,202502,PKG,IC,FCB,투자가동률,목표,0.3976,,,,,,
578,RPT,202502,PKG,IC,FCB,No Wip,목표,0.3179,,,,,,
579,RPT,202502,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
580,RPT,202502,PKG,IC,FCB,Loss,목표,0.6024 ,,,,,,
581,RPT,202502,PKG,IC,W/B,투자가동률,목표,0.9834,,,,,,
582,RPT,202502,PKG,IC,W/B,No Wip,목표,0.3030,,,,,,
583,RPT,202502,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
584,RPT,202502,PKG,IC,W/B,Loss,목표,0.0166 ,,,,,,
585,RPT,202502,PKG,IC,M/D,투자가동률,목표,0.6389,,,,,,
586,RPT,202502,PKG,IC,M/D,No Wip,목표,0.0741,,,,,,
587,RPT,202502,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
588,RPT,202502,PKG,IC,M/D,Loss,목표,0.3611 ,,,,,,
589,RPT,202502,PKG,IC,M/K,투자가동률,목표,0.4546,,,,,,
590,RPT,202502,PKG,IC,M/K,No Wip,목표,0.3527,,,,,,
591,RPT,202502,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
592,RPT,202502,PKG,IC,M/K,Loss,목표,0.5454 ,,,,,,
593,RPT,202502,PKG,IC,SBM,투자가동률,목표,0.5635,,,,,,
594,RPT,202502,PKG,IC,SBM,No Wip,목표,0.2637,,,,,,
595,RPT,202502,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
596,RPT,202502,PKG,IC,SBM,Loss,목표,0.4365 ,,,,,,
597,RPT,202502,PKG,IC,S/G,투자가동률,목표,0.3022,,,,,,
598,RPT,202502,PKG,IC,S/G,No Wip,목표,0.2659,,,,,,
599,RPT,202502,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
600,RPT,202502,PKG,IC,S/G,Loss,목표,0.6978 ,,,,,,
601,CIM,202502,PKG,IC,B/G,투자가동률,목표,0.8936,,,,,,
602,CIM,202502,PKG,IC,B/G,No Wip,목표,0.5901,,,,,,
603,CIM,202502,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
604,CIM,202502,PKG,IC,B/G,Loss,목표,0.1064 ,,,,,,
605,CIM,202502,PKG,IC,WSD,투자가동률,목표,0.4457,,,,,,
606,CIM,202502,PKG,IC,WSD,No Wip,목표,0.0680,,,,,,
607,CIM,202502,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
608,CIM,202502,PKG,IC,WSD,Loss,목표,0.5543 ,,,,,,
609,CIM,202502,PKG,IC,W/S,투자가동률,목표,0.6808,,,,,,
610,CIM,202502,PKG,IC,W/S,No Wip,목표,0.4824,,,,,,
611,CIM,202502,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
612,CIM,202502,PKG,IC,W/S,Loss,목표,0.3192 ,,,,,,
613,CIM,202502,PKG,IC,D/A,투자가동률,목표,0.3363,,,,,,
614,CIM,202502,PKG,IC,D/A,No Wip,목표,0.1440,,,,,,
615,CIM,202502,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
616,CIM,202502,PKG,IC,D/A,Loss,목표,0.6637 ,,,,,,
617,CIM,202502,PKG,IC,FCB,투자가동률,목표,0.3396,,,,,,
618,CIM,202502,PKG,IC,FCB,No Wip,목표,0.2009,,,,,,
619,CIM,202502,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
620,CIM,202502,PKG,IC,FCB,Loss,목표,0.6604 ,,,,,,
621,CIM,202502,PKG,IC,W/B,투자가동률,목표,0.1505,,,,,,
622,CIM,202502,PKG,IC,W/B,No Wip,목표,0.0007,,,,,,
623,CIM,202502,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
624,CIM,202502,PKG,IC,W/B,Loss,목표,0.8495 ,,,,,,
625,CIM,202502,PKG,IC,M/D,투자가동률,목표,0.9982,,,,,,
626,CIM,202502,PKG,IC,M/D,No Wip,목표,0.1084,,,,,,
627,CIM,202502,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
628,CIM,202502,PKG,IC,M/D,Loss,목표,0.0018 ,,,,,,
629,CIM,202502,PKG,IC,M/K,투자가동률,목표,0.7803,,,,,,
630,CIM,202502,PKG,IC,M/K,No Wip,목표,0.1603,,,,,,
631,CIM,202502,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
632,CIM,202502,PKG,IC,M/K,Loss,목표,0.2197 ,,,,,,
633,CIM,202502,PKG,IC,SBM,투자가동률,목표,0.7007,,,,,,
634,CIM,202502,PKG,IC,SBM,No Wip,목표,0.4087,,,,,,
635,CIM,202502,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
636,CIM,202502,PKG,IC,SBM,Loss,목표,0.2993 ,,,,,,
637,CIM,202502,PKG,IC,S/G,투자가동률,목표,0.3191,,,,,,
638,CIM,202502,PKG,IC,S/G,No Wip,목표,0.0588,,,,,,
639,CIM,202502,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
640,CIM,202502,PKG,IC,S/G,Loss,목표,0.6809 ,,,,,,
641,GMS,202503,PKG,IC,B/G,투자가동률,실적,0.1501,,,,,,
642,GMS,202503,PKG,IC,B/G,No Wip,실적,0.0272,,,,,,
643,GMS,202503,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
644,GMS,202503,PKG,IC,B/G,Loss,실적,0.8499 ,,,,,,
645,GMS,202503,PKG,IC,WSD,투자가동률,실적,0.7324,,,,,,
646,GMS,202503,PKG,IC,WSD,No Wip,실적,0.6689,,,,,,
647,GMS,202503,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
648,GMS,202503,PKG,IC,WSD,Loss,실적,0.2676 ,,,,,,
649,GMS,202503,PKG,IC,W/S,투자가동률,실적,0.5993,,,,,,
650,GMS,202503,PKG,IC,W/S,No Wip,실적,0.1425,,,,,,
651,GMS,202503,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
652,GMS,202503,PKG,IC,W/S,Loss,실적,0.4007 ,,,,,,
653,GMS,202503,PKG,IC,D/A,투자가동률,실적,0.9367,,,,,,
654,GMS,202503,PKG,IC,D/A,No Wip,실적,0.3201,,,,,,
655,GMS,202503,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
656,GMS,202503,PKG,IC,D/A,Loss,실적,0.0633 ,,,,,,
657,GMS,202503,PKG,IC,FCB,투자가동률,실적,0.5573,,,,,,
658,GMS,202503,PKG,IC,FCB,No Wip,실적,0.1921,,,,,,
659,GMS,202503,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
660,GMS,202503,PKG,IC,FCB,Loss,실적,0.4427 ,,,,,,
661,GMS,202503,PKG,IC,W/B,투자가동률,실적,0.9753,,,,,,
662,GMS,202503,PKG,IC,W/B,No Wip,실적,0.9604,,,,,,
663,GMS,202503,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
664,GMS,202503,PKG,IC,W/B,Loss,실적,0.0247 ,,,,,,
665,GMS,202503,PKG,IC,M/D,투자가동률,실적,0.6357,,,,,,
666,GMS,202503,PKG,IC,M/D,No Wip,실적,0.5043,,,,,,
667,GMS,202503,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
668,GMS,202503,PKG,IC,M/D,Loss,실적,0.3643 ,,,,,,
669,GMS,202503,PKG,IC,M/K,투자가동률,실적,0.4696,,,,,,
670,GMS,202503,PKG,IC,M/K,No Wip,실적,0.3838,,,,,,
671,GMS,202503,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
672,GMS,202503,PKG,IC,M/K,Loss,실적,0.5304 ,,,,,,
673,GMS,202503,PKG,IC,SBM,투자가동률,실적,0.6439,,,,,,
674,GMS,202503,PKG,IC,SBM,No Wip,실적,0.3515,,,,,,
675,GMS,202503,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
676,GMS,202503,PKG,IC,SBM,Loss,실적,0.3561 ,,,,,,
677,GMS,202503,PKG,IC,S/G,투자가동률,실적,0.4865,,,,,,
678,GMS,202503,PKG,IC,S/G,No Wip,실적,0.4432,,,,,,
679,GMS,202503,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
680,GMS,202503,PKG,IC,S/G,Loss,실적,0.5135 ,,,,,,
681,EMS,202503,PKG,IC,B/G,투자가동률,실적,0.3210,,,,,,
682,EMS,202503,PKG,IC,B/G,No Wip,실적,0.1080,,,,,,
683,EMS,202503,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
684,EMS,202503,PKG,IC,B/G,Loss,실적,0.6790 ,,,,,,
685,EMS,202503,PKG,IC,WSD,투자가동률,실적,0.3151,,,,,,
686,EMS,202503,PKG,IC,WSD,No Wip,실적,0.2463,,,,,,
687,EMS,202503,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
688,EMS,202503,PKG,IC,WSD,Loss,실적,0.6849 ,,,,,,
689,EMS,202503,PKG,IC,W/S,투자가동률,실적,0.9222,,,,,,
690,EMS,202503,PKG,IC,W/S,No Wip,실적,0.8779,,,,,,
691,EMS,202503,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
692,EMS,202503,PKG,IC,W/S,Loss,실적,0.0778 ,,,,,,
693,EMS,202503,PKG,IC,D/A,투자가동률,실적,0.6755,,,,,,
694,EMS,202503,PKG,IC,D/A,No Wip,실적,0.0986,,,,,,
695,EMS,202503,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
696,EMS,202503,PKG,IC,D/A,Loss,실적,0.3245 ,,,,,,
697,EMS,202503,PKG,IC,FCB,투자가동률,실적,0.6861,,,,,,
698,EMS,202503,PKG,IC,FCB,No Wip,실적,0.6256,,,,,,
699,EMS,202503,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
700,EMS,202503,PKG,IC,FCB,Loss,실적,0.3139 ,,,,,,
701,EMS,202503,PKG,IC,W/B,투자가동률,실적,0.2386,,,,,,
702,EMS,202503,PKG,IC,W/B,No Wip,실적,0.2011,,,,,,
703,EMS,202503,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
704,EMS,202503,PKG,IC,W/B,Loss,실적,0.7614 ,,,,,,
705,EMS,202503,PKG,IC,M/D,투자가동률,실적,0.4520,,,,,,
